brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date,checked_baggage,hand_luggage
Vietnam Airlines,922.704 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,08:55,21 thg 4,21 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
VietJet Air,796.971 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,956.839 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,956.839 VND/khách,08:55,21 thg 4,21 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.970.572 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.970.572 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
VietJet Air,799.980 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,973.026 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,973.026 VND/khách,08:55,21 thg 4,21 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,973.026 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.132.866 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.153.845 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
VietJet Air,836.795 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,983.016 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,983.016 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.148.850 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.377.621 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
VietJet Air,822.865 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,977.022 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,977.022 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.135.021 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.358.304 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
VietJet Air,832.000 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,986.013 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,986.013 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.135.523 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.358.906 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,827.840 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,986.013 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,986.013 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.135.902 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.571.436 VND/khách,10:15,21 thg 4,21 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,977.022 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,798.000 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,977.022 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.150.848 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.011.987 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,801.990 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.011.987 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.156.842 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.004.850 VND/khách,21:10,21 thg 4,21 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,839.148 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.152.900 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.900 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.027 VND/khách,05:45,21 thg 4,21 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,799.995 VND/khách,15:35,21 thg 4,21 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.391.607 VND/khách,17:25,21 thg 4,21 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,835.800 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,08:55,22 thg 4,22 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Bamboo Airways,1.085.475 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
VietJet Air,829.641 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,922.704 VND/khách,08:55,22 thg 4,22 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
VietJet Air,838.785 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,957.976 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,957.976 VND/khách,08:55,22 thg 4,22 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.137.142 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.137.142 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
VietJet Air,836.795 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,983.016 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.137.050 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,979.020 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.148.850 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.273.725 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,979.020 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.135.523 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.247.214 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,782.244 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,987.012 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.135.902 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.247.631 VND/khách,10:15,22 thg 4,22 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,978.021 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,869.953 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.117.881 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.281.788 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,971.028 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Bamboo Airways,932.152 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.163.835 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,1.286.775 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.004.850 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,975.450 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.069.019 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.152.900 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.001.997 VND/khách,05:45,22 thg 4,22 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Bamboo Airways,869.953 VND/khách,16:45,22 thg 4,22 thg 4,17:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,1.028.423 VND/khách,15:35,22 thg 4,22 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.135.863 VND/khách,17:25,22 thg 4,22 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,835.800 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,08:55,23 thg 4,23 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,922.704 VND/khách,21:10,23 thg 4,23 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.247.511 VND/khách,17:25,23 thg 4,23 thg 4,18:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
Vietnam Airlines,1.359.229 VND/khách,10:15,23 thg 4,23 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",07-04-2025,,
VietJet Air,833.602 VND/khách,15:35,23 thg 4,23 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,922.704 VND/khách,05:45,23 thg 4,23 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
